y_true,FinBERT-only,Technical-only,Ensemble
0,0.26077241023198966,0.10413941736610002,0.03494087001187657
1,0.74699625270093,0.4789961763870919,0.487591034701002
1,0.5815587528305199,0.44699314121133304,0.4903642533388458
0,0.09913582518054326,0.19194536022042608,0.2168492397086092
0,0.09466494519903246,0.27330334306352516,0.042689137473368007
1,0.6984057120973786,0.4413011501853682,0.7483338112755932
0,0.3266275053695642,0.13229429682194668,0.2639950302282623
1,0.44211123194165003,0.7221538470356602,0.7369331003833084
0,0.026623542782071265,0.01942771593878323,0.1841211844101073
0,0.23777346550258072,0.1843078420958265,0.3488370240317037
1,0.45846929767707933,0.6346232166387111,0.46546128603045644
1,0.7298656761825366,0.4101816046229896,0.5904427374651396
1,0.5241338695696298,0.36894960800219273,0.5633778341281727
1,0.4575487731884571,0.4052821486554123,0.7820259245494243
1,0.7683881889949802,0.7175292774122731,0.6519013354741575
1,0.4662126890941113,0.35370391272844937,0.7321668379056538
1,0.5138880329351743,0.4253287899245407,0.5096194177804816
0,0.061445358076823456,0.01251340516065782,0.3425219503651536
1,0.446196025466142,0.3942517870248813,0.6245238414067102
0,0.008459206534576014,0.2480597146513185,0.172785226694726
1,0.4221581636657041,0.4466555634956343,0.7898096549910083
0,0.06985658837434108,0.22768482017227074,0.13325632642600074
0,0.021352773050870157,0.23607815310645047,0.1391337585942475
1,0.6364575264443886,0.6897741332359116,0.6546634459817278
1,0.6722858107198026,0.35189655716474955,0.4948184136917254
1,0.5574521827328114,0.6913477837369467,0.5623799692441492
0,0.12719643878081976,0.24764763457078962,0.06762291285579568
1,0.601810494808892,0.415097394441983,0.4861492176874674
1,0.7500019768938435,0.6591749552541136,0.753150612215857
0,0.3404526507288824,0.3421966167162343,0.2062659081446166
0,0.01739002480511678,0.10170539350166292,0.12553547703476892
0,0.07259936383860964,0.36751747236107235,0.14303428207834948
0,0.09469794844175841,0.18178297211946315,0.1510316512905741
1,0.49975503033288476,0.5913697817333285,0.6716022137506483
1,0.6284930606971091,0.7438598134470574,0.7743692870211476
0,0.16650497028127692,0.14461443145567973,0.32647286687994387
1,0.4197016479710376,0.6752637383280451,0.5870221928357322
1,0.5494456553838287,0.47735964713138385,0.5652418608592193
0,0.2095011794870549,0.3196854088965964,0.15786627506483925
1,0.4406687611614864,0.590293567545057,0.6487769806499724
0,0.3333834215154239,0.08654227809016057,0.16163626900741188
1,0.4207847465860417,0.5156104375156946,0.6805636934358453
1,0.7699367476072249,0.47705425374542465,0.6440396581829173
0,0.039645256631950204,0.031243357232145552,0.11225044134292662
0,0.3374299806391011,0.011933908039878994,0.1210057820169214
1,0.7610612575710469,0.48859146216287236,0.5825074756459059
0,0.3918282722346371,0.007613659126994632,0.03312391888728604
1,0.7208103521094374,0.41619510303271,0.5081219213448906
1,0.7117910163085316,0.6400733283403475,0.7030898307508852
1,0.6569933103982191,0.6332364942734352,0.586183849032728
1,0.7115985418312516,0.6454321545829531,0.5250886403960503
0,0.05382088336525884,0.1268612684519915,0.19693534370120003
0,0.21442721437905493,0.35600778284707824,0.2644388398656995
0,0.20568914807616578,0.23753221921137904,0.09009782682088
0,0.343028857649023,0.050410536698650615,0.2893764586733105
0,0.18511974623740635,0.057487464582213654,0.3246267008687673
1,0.5540357984401414,0.6272381707718806,0.6590880851758443
0,0.25582530849484403,0.06917757457683123,0.23413168064705284
1,0.5065853270003384,0.5529170806328173,0.4684015966130694
1,0.45590736438158275,0.7467097903714843,0.7809319618576673
1,0.5911509096094983,0.3516030418933358,0.5873696569927304
1,0.5667557474379541,0.3566319207590227,0.7733651401909005
0,0.09302797621154948,0.39723383277220264,0.20264213366258488
1,0.5470047240460513,0.5838555336536662,0.45161657959516466
0,0.14655697993049896,0.050763990207405255,0.0134896997632025
0,0.13099822576501818,0.35892087990163746,0.23814658198447267
1,0.5517856318907717,0.7021521200510769,0.6469338048411766
0,0.27429733818237817,0.2144801652445501,0.00928635302212602
0,0.11875058982851412,0.24871681194430262,0.26021098642783486
0,0.3795431706861362,0.10927487660035054,0.2982508679742136
1,0.7665392078152712,0.37020787854880205,0.6237461188537579
0,0.19236417132003145,0.23782704355634576,0.16301510412503922
0,0.1313444820018755,0.1179020772811052,0.0019155880921196188
0,0.21417391593200127,0.26544841866414076,0.27532739937275974
1,0.7394241955094498,0.6844980707370405,0.5657506233611369
0,0.26103493622404084,0.007264217565745624,0.30756726692388886
0,0.32175673117883097,0.23828550987429098,0.13057120564531857
0,0.21308891042629607,0.0925122158747409,0.19777726872074694
1,0.6531670517070483,0.6995553991615205,0.5446196258697646
1,0.5152622456729847,0.45146580262473135,0.5062059094047215
1,0.6939572649241164,0.5943080532941674,0.7212177661834648
0,0.08096183725028734,0.2214163360358446,0.17380666759619856
0,0.2779192515273993,0.15846660002369958,0.18777077331328776
1,0.7442876273303577,0.6210483054399176,0.7878955837186075
1,0.4528411349206176,0.6403078538861735,0.7872529692777538
1,0.645751896216768,0.5767751181277547,0.7494747425958412
0,0.038038299291973846,0.3033688948739017,0.06566325246776175
0,0.2902862513085708,0.39336683039717507,0.20799544300555295
1,0.4337972875294081,0.517708955160322,0.7573515986294381
1,0.7743759290802504,0.5558332207542124,0.5810623777571282
0,0.05496317201512087,0.004987951176485295,0.03538715807745474
1,0.7835520983636322,0.6684114225241513,0.7338370157839726
1,0.7203536704340388,0.5580920268183975,0.61861724297676
0,0.23747280178654165,0.1631845721442261,0.19753743812571248
1,0.7130496418518188,0.3876287852357583,0.7937505037112456
0,0.31804593559323435,0.3558625686701589,0.21252400067292523
0,0.37841082512693214,0.15800289601622258,0.14874278498313548
1,0.5013533415356749,0.6230326392836881,0.5794945287465192
1,0.6360303581433238,0.4097496625472603,0.596166752428916
0,0.03801967902576049,0.384619851816413,0.041439679112534065
1,0.6464662800096486,0.42137670472873234,0.7281626954461502
0,0.06851652163711552,0.07981679715979616,0.29320090036546437
1,0.6259802445889768,0.6935931442230855,0.5495389971006931
0,0.2289722056135399,0.3650330976567725,0.10632881644348043
1,0.5863940611924909,0.43485896300932053,0.7560169897171847
1,0.6090527102052492,0.5379203552699312,0.4583896244347844
1,0.7055693560026353,0.643397961825132,0.6321601053185297
1,0.7196978866048267,0.7013462935243207,0.6122865001385254
0,0.19686128623017166,0.15162107801492208,0.2415443693524609
1,0.6398373766090449,0.5568077947397717,0.5071870950523091
0,0.37249449427604076,0.29668656420789397,0.2339157592783038
1,0.4478934354004491,0.6424543906611182,0.5818569027562067
1,0.4468414263600442,0.663184052010434,0.6665501723593747
0,0.035083604764307365,0.22797352745661056,0.014033253455471571
1,0.6631453140162111,0.39184603872191004,0.6116045190145782
1,0.5674433203161519,0.711589316351216,0.6327878128938302
0,0.3097285664567373,0.3462290157284113,0.07501424099924531
0,0.26849256532343707,0.3192389743273332,0.048868278962692246
0,0.13345510333129526,0.0399449908642918,0.06596600605430548
0,0.35934661894461434,0.08175894683257168,0.1204493773221718
0,0.30501285882826096,0.2974401460430608,0.03388355225674
1,0.5082139763640703,0.35925603783277854,0.7815619285053615
1,0.5456768071088216,0.7416898534829118,0.5917479215235361
0,0.12577599208170517,0.1508578721422723,0.28313936087736213
1,0.4630446594499999,0.6377250134763295,0.7910459930880963
1,0.45911334901687667,0.7050284353952173,0.4782573480009587
0,0.37445098535029764,0.15785195526003293,0.2280843137772479
1,0.5751616148795013,0.4776529954398664,0.7549931803594249
1,0.553327929110964,0.5934964515592986,0.6719820518883549
1,0.6918742834709513,0.5823957494992202,0.6001591424750945
1,0.62119722610116,0.5136559910499189,0.6008767251732784
1,0.774455994735385,0.5907099023470834,0.46256461010257566
0,0.3121205975637569,0.3741525478265979,0.18711026295124636
1,0.5917478256498162,0.5370561026506386,0.7977400488753965
1,0.5505437893923305,0.4286968723002525,0.7855476340901769
0,0.39465261796972884,0.15088239315320157,0.014139730094757113
1,0.6871040944014575,0.5076427930372475,0.6970289512703208
0,0.3804778640015365,0.05244347721048795,0.10561770334392578
0,0.04739143088681655,0.06514860022182196,0.3160462036921478
0,0.34021347167631305,0.27382482935747093,0.015790160998247486
1,0.654829553596483,0.4857911016835611,0.7775559357038782
0,0.048768671334045034,0.38195935674232306,0.2931165103257219
0,0.23530319998768828,0.09743869814344297,0.041126533788410524
0,0.27443854604217954,0.03956980204192893,0.020938518061054717
1,0.40492107435544117,0.6514018252001031,0.7421476825144275
1,0.5817271847366987,0.702414420767148,0.5045151848411028
0,0.3301598044785285,0.11124534274859516,0.18721435354155466
0,0.11814361013763595,0.0808352406581912,0.3205107002575483
1,0.5834192327194205,0.42430645394843486,0.6486068397422632
0,0.17692565082715728,0.20880492054660493,0.13903165551548843
1,0.5207709565769967,0.5373666564987084,0.6057556191988973
0,0.36737675820622173,0.1037759359418137,0.022091009746354855
1,0.7125176141726064,0.3680692467957705,0.7890633124765596
0,0.0442353643984442,0.1925965361305123,0.10872896477837897
0,0.39881386313502926,0.3837329390542434,0.06627722208549883
1,0.7516800097230981,0.6110076803010653,0.5501165556441383
0,0.1135633751456156,0.1982026226514474,0.3375306182120176
1,0.7347586318643753,0.3942768296118464,0.48300011872080245
1,0.44256781274855317,0.45097451621983486,0.7535560641754135
1,0.7996418921896955,0.46790957982981707,0.6977453630405067
1,0.6662738944426148,0.6559214210428937,0.7405067127056598
1,0.6600500062235188,0.7006843189058477,0.7915641391287638
0,0.0361762907936531,0.3606567414265754,0.2947541294309051
0,0.3588133595586501,0.39382744330030167,0.33018382294724846
0,0.01159980128178777,0.392946673241813,0.04442733987682192
1,0.49633122321645884,0.7311996531071926,0.7285259978084395
0,0.057208750066654004,0.028728856201153754,0.1909864929283667
0,0.31070717627688743,0.05511741437112208,0.19022345827795123
0,0.07928169088515916,0.12178661059041317,0.31462255171217973
0,0.36425529085235414,0.2211593016257846,0.3401313365263489
0,0.26250761573099607,0.038791155482191725,0.2466934130651133
0,0.014465084197878487,0.338318783120857,0.16902843631512435
1,0.4021719336514802,0.5967024716309236,0.6097413502656459
1,0.4206631668057596,0.566945760920882,0.5852195100281137
1,0.6423700710590912,0.41612452934691646,0.5765596603504319
0,0.3205927243437661,0.10130218976007895,0.137027394589551
1,0.4954211282509554,0.4141248099929032,0.48141363233791834
0,0.3397635371692292,0.34077326311791944,0.027102629841153372
1,0.42289277606130415,0.5836911440244873,0.7229544453553092
1,0.7203855414566706,0.6440517710078533,0.6061255125220791
1,0.7711181720689122,0.4684131451640103,0.7757395709906172
0,0.30884335964175225,0.14850105483531087,0.21427735300788334
0,0.2792483135914549,0.16194198577061353,0.012311593764546913
1,0.7351920874621533,0.654005988697614,0.5051331694611179
0,0.016060519818826568,0.30894119506982726,0.07203692755455264
0,0.08071284428762215,0.08272541100561269,0.3415076085363812
0,0.049969471722257235,0.3766155426952396,0.0765464791530722
0,0.20181239607719462,0.04826213497747456,0.18051448670081793
0,0.29807525133153784,0.3584488329694522,0.32766192607406863
0,0.2520047378305595,0.040158258259923724,0.34201745547002504
1,0.740452439904774,0.45581592446052444,0.5327261523842406
1,0.46208519697643635,0.6885914144271827,0.4671911753125141
1,0.6938484367740647,0.42179682893843495,0.5037606413882155
0,0.07721659634756164,0.16542717252398795,0.02216496754589533
1,0.5083035005271201,0.5299437199776504,0.5182934843823177
0,0.28396187891252156,0.09810358920928386,0.19899940014630738
0,0.3920819139594727,0.2840980805343946,0.31935707870347463
0,0.24461744239082783,0.3405338597608816,0.18802660929301898
0,0.02180012599651824,0.3498300559422287,0.21909634484467824
1,0.6465235879710132,0.48572885829462437,0.5206535380633394
0,0.01694022063206684,0.2123401577151258,0.2802042672358475
1,0.7536582845467269,0.4493625615462606,0.6662261179769542
0,0.2838313140402483,0.09791860062005818,0.30244789021745366
1,0.4692511385690013,0.4145016251407696,0.7820950874520245
0,0.03668840232967923,0.3760076043230059,0.12176527151480729
0,0.0734132915521276,0.355195531442232,0.03170267048740377
1,0.7920108718216771,0.6609434853310769,0.5290751352708739
1,0.583424256983396,0.5570646085150917,0.603244547986543
0,0.3136323793365632,0.19624316620474877,0.33099277813856565
1,0.6545633368431107,0.5618982664729992,0.5824084378306953
0,0.22896525998345496,0.21462720543083572,0.2697706247828795
1,0.4580521018660199,0.5238252338790761,0.6391668422597643
1,0.778409781423238,0.40270193315682695,0.5139830696508418
0,0.12053705300588718,0.0502655411474144,0.11225694163370806
1,0.6312068863230169,0.7308998863382733,0.6786171597579865
0,0.27991037783562644,0.19281230383454023,0.2354986881397127
0,0.25969326209812355,0.3812822099620756,0.15216591138316615
0,0.3762377638782074,0.06543075108404399,0.08002596093174012
0,0.0593755959680232,0.22176662081597343,0.2526673728294367
1,0.6033410953787769,0.43308690134061567,0.5091055645644502
0,0.1616137562963064,0.10127384245064062,0.3278343921527943
0,0.18966749179304726,0.012021831504471515,0.06576625266276684
1,0.44768701047909787,0.3975813242960845,0.48755932699138216
0,0.05363784394910614,0.3667393630516783,0.17417669582788256
1,0.511230218312503,0.47861319659293267,0.631842359338393
0,0.12188184150433252,0.24325168476583664,0.17786752017238566
1,0.5711612854725401,0.5360056527957092,0.6028336212685939
1,0.6443950188146513,0.5101804980981113,0.7981852124903629
1,0.6538516469673052,0.5627544365384273,0.6201982144347037
0,0.1647243586342281,0.07489557784613661,0.16728130325894083
0,0.16351324377147886,0.39544155940783066,0.14761812195009644
1,0.4870514106787848,0.6773231474815452,0.47338901414551204
0,0.2353224993636033,0.2966458530926061,0.2075348209023656
1,0.5268163645268952,0.537503718805581,0.5297887202781139
